Date,Product,Category,Region,Quantity,Revenue,Profit
2025-07-06,Headphones,Furniture,South,43,5177.04,1713.88
2025-07-07,Headphones,Furniture,North,59,7415.07,1902.36
2025-07-08,Headphones,Home,West,33,3986.58,1034.55
2025-07-09,Desk,Home,West,51,5035.84,1690.65
2025-07-10,Headphones,Home,North,35,3963.7,975.86
2025-07-11,Laptop,Home,North,48,6294.94,1568.77
2025-07-12,Headphones,Furniture,East,30,3578.36,880.72
2025-07-13,Laptop,Furniture,West,60,7249.33,1760.74
2025-07-14,Air Fryer,Furniture,North,30,3359.95,930.78
2025-07-15,Desk,Home,South,37,4770.02,1260.46
2025-07-16,Headphones,Electronics,East,44,5345.49,1512.23
2025-07-17,Air Fryer,Furniture,North,45,5252.93,1403.15
2025-07-18,Desk,Furniture,East,40,4332.63,1343.76
2025-07-19,Desk,Furniture,South,46,5432.84,1405.67
2025-07-20,Headphones,Home,North,53,6021.83,2066.72
2025-07-21,Desk,Home,West,44,5704.07,1467.59
2025-07-22,Air Fryer,Furniture,East,45,5087.92,1129.82
2025-07-23,Headphones,Electronics,East,41,5258.55,1722.77
2025-07-24,Desk,Electronics,North,47,5245.92,1750.82
2025-07-25,Laptop,Furniture,West,42,4696.44,1073.7
2025-07-26,Headphones,Electronics,North,38,3938.21,1324.43
2025-07-27,Laptop,Home,East,33,4090.78,1011.97
2025-07-28,Headphones,Home,North,34,3915.06,1309.88
2025-07-29,Desk,Home,West,43,4782.59,1090.98
2025-07-30,Headphones,Furniture,South,18,2044.61,581.32
2025-07-31,Laptop,Electronics,East,30,3450.52,893.16
2025-08-01,Headphones,Home,North,43,5031.86,1758.59
2025-08-02,Air Fryer,Furniture,North,34,3515.71,952.55
2025-08-03,Desk,Furniture,South,38,5099.92,1658.6
2025-08-04,Laptop,Furniture,South,32,3692.71,1240.95
2025-08-05,Desk,Home,South,32,3272.2,816.15
2025-08-06,Headphones,Home,West,40,4256.55,1228.16
2025-08-07,Laptop,Furniture,South,41,4888.29,1166.49
2025-08-08,Desk,Home,West,44,5120.09,1697.38
2025-08-09,Headphones,Home,East,19,2051.72,675.09
2025-08-10,Desk,Electronics,West,35,4061.75,1352.07
2025-08-11,Headphones,Home,North,37,3607.64,1222.26
2025-08-12,Laptop,Furniture,North,32,3643.37,1178.23
2025-08-13,Air Fryer,Electronics,South,33,3525.21,827.22
2025-08-14,Air Fryer,Furniture,North,19,1907.79,536.18
2025-08-15,Laptop,Furniture,South,42,4984.34,1147.78
2025-08-16,Air Fryer,Electronics,East,22,2318.02,772.75
2025-08-17,Desk,Furniture,South,24,2538.95,748.73
2025-08-18,Headphones,Electronics,North,32,3900.76,901.09
2025-08-19,Air Fryer,Home,West,35,3763.45,1266.87
2025-08-20,Air Fryer,Electronics,South,30,3458.71,813.06
2025-08-21,Laptop,Furniture,West,26,3070.14,1038.72
2025-08-22,Headphones,Electronics,West,35,4376.99,1429.06
2025-08-23,Laptop,Electronics,North,35,4220.43,1385.05
2025-08-24,Air Fryer,Electronics,East,30,3017.08,1013.77
2025-08-25,Desk,Electronics,West,26,2893.11,945.73
2025-08-26,Headphones,Electronics,West,39,4329.56,1107.79
2025-08-27,Headphones,Furniture,North,20,2217.55,501.5
2025-08-28,Air Fryer,Furniture,West,35,3964.79,1374.01
2025-08-29,Laptop,Home,North,39,4451.02,1426.6
2025-08-30,Headphones,Furniture,East,30,3532.41,1091.28
2025-08-31,Desk,Electronics,South,23,2626.43,599.54
2025-09-01,Air Fryer,Electronics,North,30,3704.11,1012.19
2025-09-02,Air Fryer,Furniture,North,29,3287.31,928.37
2025-09-03,Desk,Electronics,South,38,4437.21,1022.38
2025-09-04,Laptop,Home,West,35,3866.9,1296.09
2025-09-05,Laptop,Electronics,South,35,4410.82,1516.23
2025-09-06,Desk,Furniture,North,20,2165.72,557.53
2025-09-07,Laptop,Home,North,28,3268.89,898.8
2025-09-08,Headphones,Electronics,East,26,3274.88,968.92
2025-09-09,Desk,Furniture,North,43,4865.72,1310.3
2025-09-10,Headphones,Home,West,38,4357.57,1350.54
2025-09-11,Laptop,Electronics,West,35,4102.2,974.81
2025-09-12,Headphones,Electronics,West,36,4184.17,1080.45
2025-09-13,Laptop,Electronics,South,25,2691.2,609.47
2025-09-14,Air Fryer,Furniture,South,20,2137.27,614.12
2025-09-15,Desk,Electronics,North,41,4961.47,1484.39
2025-09-16,Desk,Home,North,41,4537.54,1038.63
2025-09-17,Air Fryer,Home,East,38,4420.09,1458.37
2025-09-18,Headphones,Home,North,31,3259.39,719.57
2025-09-19,Laptop,Furniture,South,43,5104.23,1773.46
2025-09-20,Desk,Home,East,32,3805.73,1275.48
2025-09-21,Laptop,Electronics,East,29,3439.95,821.35
2025-09-22,Headphones,Electronics,East,36,3936.41,998.03
2025-09-23,Headphones,Electronics,North,37,4067.5,1236.45
2025-09-24,Air Fryer,Furniture,South,36,4107.86,1297.04
2025-09-25,Air Fryer,Home,West,32,4063.19,1059.75
2025-09-26,Air Fryer,Furniture,South,31,3668.88,1060.4
2025-09-27,Desk,Home,South,30,3857.74,1269.51
2025-09-28,Laptop,Home,South,24,3142.97,1071.44
2025-09-29,Headphones,Home,West,47,5028.43,1365.53
2025-09-30,Headphones,Furniture,South,34,4423.14,1371.18
2025-10-01,Air Fryer,Furniture,East,41,4606.63,1424.07
2025-10-02,Desk,Home,West,28,3216.73,912.91
2025-10-03,Air Fryer,Home,North,40,4330.15,990.37
2025-10-04,Headphones,Electronics,West,23,2663.77,713.49
2025-10-05,Laptop,Furniture,East,38,3894.49,1304.82
2025-10-06,Air Fryer,Home,South,30,3445.03,1044.63
2025-10-07,Desk,Home,West,20,2383.31,754.34
2025-10-08,Desk,Home,North,26,3032.17,1004.91
2025-10-09,Laptop,Home,North,33,3785.58,996.68
2025-10-10,Headphones,Home,West,24,2511.95,758.19
2025-10-11,Headphones,Furniture,South,37,4563.36,1289.76
2025-10-12,Headphones,Furniture,South,39,4917.87,1644.42
2025-10-13,Headphones,Home,South,23,2765.1,738.49
2025-10-14,Air Fryer,Furniture,West,34,3417.92,1162.04
2025-10-15,Desk,Furniture,South,50,5683.15,1316.86
2025-10-16,Desk,Furniture,North,14,1710.59,441.58
2025-10-17,Air Fryer,Electronics,West,35,4061.4,1016.59
2025-10-18,Air Fryer,Electronics,West,31,3003.41,921.53
2025-10-19,Desk,Furniture,South,27,3112.65,796.51
2025-10-20,Desk,Furniture,South,46,5179.87,1684.07
2025-10-21,Desk,Electronics,East,12,1297.13,401.25
2025-10-22,Laptop,Home,North,35,3444.28,880.21
2025-10-23,Laptop,Electronics,East,38,4117.86,1093.25
2025-10-24,Laptop,Furniture,South,38,3880.04,1293.22
2025-10-25,Air Fryer,Furniture,North,33,3833.66,1179.71
2025-10-26,Desk,Electronics,North,46,5190.98,1722.0
2025-10-27,Laptop,Furniture,South,38,4561.6,1312.59
2025-10-28,Headphones,Home,North,37,3691.04,892.5
2025-10-29,Laptop,Home,West,33,3873.42,1033.45
2025-10-30,Headphones,Home,West,29,3378.43,824.33
2025-10-31,Headphones,Home,South,38,4265.48,1485.74
2025-11-01,Headphones,Home,South,36,3642.74,880.09
2025-11-02,Air Fryer,Home,South,40,4829.76,1121.91
2025-11-03,Laptop,Electronics,West,55,6053.72,2050.22
2025-11-04,Laptop,Furniture,West,51,5676.09,1536.94
2025-11-05,Headphones,Furniture,South,47,5593.68,1827.04
2025-11-06,Desk,Furniture,East,43,5175.01,1492.29
2025-11-07,Desk,Home,South,40,4813.22,1666.41
2025-11-08,Headphones,Home,West,59,6034.78,1834.18
2025-11-09,Headphones,Furniture,North,32,4025.47,899.79
2025-11-10,Desk,Electronics,South,51,5427.21,1888.5
2025-11-11,Desk,Furniture,North,36,4020.7,1322.05
2025-11-12,Air Fryer,Electronics,West,45,5426.71,1365.83
2025-11-13,Air Fryer,Home,East,43,5458.4,1418.52
2025-11-14,Headphones,Home,South,52,5476.62,1868.61
2025-11-15,Laptop,Furniture,North,50,5619.97,1455.09
2025-11-16,Headphones,Home,East,45,5549.1,1759.18
2025-11-17,Headphones,Electronics,West,51,5881.93,1630.65
2025-11-18,Headphones,Home,North,32,3462.03,1174.24
2025-11-19,Desk,Furniture,North,54,5943.8,1853.37
2025-11-20,Headphones,Home,West,34,4018.18,1297.06
2025-11-21,Laptop,Furniture,South,41,4818.41,1438.11
2025-11-22,Desk,Furniture,East,58,7264.47,2015.02
2025-11-23,Desk,Furniture,West,60,6157.14,1623.63
2025-11-24,Headphones,Electronics,East,56,6042.68,1653.67
2025-11-25,Air Fryer,Furniture,South,50,5677.68,1815.56
2025-11-26,Headphones,Furniture,South,52,5508.91,1668.04
2025-11-27,Air Fryer,Home,South,36,3743.63,1104.05
2025-11-28,Desk,Home,South,51,6173.04,2086.87
2025-11-29,Air Fryer,Electronics,South,31,3072.92,1046.93
2025-11-30,Desk,Furniture,East,55,6209.94,2059.4
2025-12-01,Desk,Electronics,East,41,4469.03,1045.62
2025-12-02,Air Fryer,Electronics,West,54,6387.82,1471.1
2025-12-03,Air Fryer,Electronics,North,52,5473.23,1759.79
2025-12-04,Desk,Furniture,East,37,4366.84,1448.09
2025-12-05,Air Fryer,Home,South,54,6021.45,1561.7
2025-12-06,Headphones,Home,North,49,6055.31,1860.24
2025-12-07,Headphones,Furniture,East,47,4876.48,1453.36
2025-12-08,Desk,Home,South,35,4292.49,1110.09
2025-12-09,Laptop,Furniture,West,52,6467.03,1552.4
2025-12-10,Laptop,Home,East,46,5969.65,1647.97
2025-12-11,Headphones,Electronics,South,43,4935.37,1257.59
2025-12-12,Air Fryer,Electronics,South,34,4179.57,931.12
2025-12-13,Headphones,Home,South,45,5178.78,1625.67
2025-12-14,Air Fryer,Home,East,60,6701.45,1673.25
2025-12-15,Headphones,Electronics,East,54,6664.14,2225.55
2025-12-16,Desk,Home,South,55,6622.74,1664.76
2025-12-17,Laptop,Home,North,58,6070.74,1857.88
2025-12-18,Laptop,Furniture,East,61,6568.19,2247.21
2025-12-19,Laptop,Furniture,North,53,6182.58,1637.38
2025-12-20,Air Fryer,Home,North,56,6489.28,1485.52
2025-12-21,Air Fryer,Home,East,52,4966.87,1356.07
2025-12-22,Desk,Furniture,East,53,6111.32,1392.18
2025-12-23,Air Fryer,Home,West,56,6298.53,2177.8
2025-12-24,Air Fryer,Electronics,South,31,3346.87,870.14
2025-12-25,Laptop,Furniture,West,50,5558.58,1843.39
2025-12-26,Air Fryer,Furniture,North,50,5307.06,1302.93
2025-12-27,Air Fryer,Furniture,West,51,5570.21,1340.61
2025-12-28,Laptop,Furniture,West,49,5528.11,1426.13
2025-12-29,Desk,Home,North,45,5817.76,1597.34
2025-12-30,Headphones,Home,South,52,6375.2,2073.03
2025-12-31,Headphones,Home,South,50,5848.95,1869.26
